"https://res.cloudinary.com/glovoapp/w_96,h_96,c_thumb,f_auto,q_auto:best/dpr_auto/Products/5412551436","Napitak Neg. A+C+E 0,25 L Vind",3.79,tommy-zagreb,Negazirani_sokovi
"https://res.cloudinary.com/glovoapp/w_96,h_96,c_thumb,f_auto,q_auto:best/dpr_auto/Products/5412551437","Napitak Neg. A+C+E 1,5 L Fruit",12.29,tommy-zagreb,Negazirani_sokovi
